,0,1,2,3,4,5,6,7,8,9,10,11
29,BwfkE7sHkPq,ang.faith,116,196,63,"The lake is not happy today......\n.\n.\n.\n#michigan #mi #ilovemi #lakehuron #lakehuronlove #beach #michiganbeaches #mittenstate #mittenlove #naturalmichigan #nature #puremichigan #thethumb #unsaltedlifestyle #michiganproud #mittenpride #waves #splash #exploremich #exploremichigan #cannon #50mmphotography #50mm #amaturephotographer #amaturephotogrophy""","1555797292,""",1555815369,https://scontent-ort2-1.cdninstagram.com/vp/c9c4fa6ce4bce7c1c8ac24525ef59b7d/5D3361C1/t51.2885-15/e35/56622623_488413721894566_953500680444960207_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,17,17_agxurqubxl.jpg,
30,Bwfj3fuFkwY,salmich1,409,332,648,"On this #HolySaturday, we have a special message for our neighbors going through difficult times.""","1555797182,""",1555815370,https://scontent-ort2-1.cdninstagram.com/vp/0072c20cefffefdea5b9a03cc2de7e2e/5D3E1008/t51.2885-15/fr/e15/s1080x1080/57045418_295197208070684_3317602592256668431_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,12,12_zivmdjyxla.jpg,
31,Bwfga-rHmyt,djcooke59,793,"1,351","1,278","Love the butterfly beauty at Meijer Gardens.\nMy favorite pro tip: if you go there first thing in the morning, the sun is still rising and you can get sunlight backlighting the translucent butterfly wings, which can really light them up. Lots of photographic fun!\n\n@meijergardens\n#meijergardens #butterfliesareblooming #butterflies #butterfly #naturephotography\n#PureMichigan #GrandRapids #miawesomelist #mittenlove""","1555795375,""",1555815370,https://scontent-ort2-1.cdninstagram.com/vp/0eabfd40053a538e095a0071647a3b9e/5D3AC343/t51.2885-15/e35/56997692_344551709751342_7667165627682460589_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,33,33_mlooglclaz.jpg,
32,BwffgQFgIvj,,,,,"\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n#puremichiganders #puremittigan #michigrammers #greatlakesstate #michiganoverboard #michiganawesome #mittenlove #michigan_wanderlust #michiganphotographer #nature #naturephotography #country_features #Everything_Imaginable_ #Magic_Marvels #justgoshoot #trb_rural #rsa_nature #rsa_rural #shotzdelight #shoot2kill #fatalframes #peoplescreative #makemoments #theshutteraffair""",,,,,,
33,Bwfcamphxk8,dogsofinstagram,4.4m,120,"6,076","Making the best of this rainy Michigan weather! \ud83d\udc3e\ud83c\udf27\u270c\ud83c\udffc\n.\n.\n#puremichigan #rainraingoaway #huckthepup #adogslife #easterweekend #thegreatoutdoors #bernedoodlesofinsta #dogsofinstagram #doodletales #doodlelove #mittenlove #familytime #crunchyleaves #bigboy #thisistwo""","1555793275,""",1555815371,https://scontent-ort2-1.cdninstagram.com/vp/c8dfaa899f312d18fbf7b0b7ea8cbbac/5D44E73C/t51.2885-15/e35/56396158_422190998344731_6296421773977483377_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,120,120_mdxldopcqj.jpg,
34,BwfcYQ4Agfn,camgzym,234,452,486,"Spring Gloom\n\n#spring #annarbor #graffiti #streetart #michigan #michiganawesome #puremichigan #mittenlove #michiganders #streetdreams #artistfound #canon_photos #canonusa #agameoftones #thecreatorclass #themidwest""","1555793256,""",1555815372,https://scontent-ort2-1.cdninstagram.com/vp/7020e899edf9f64a9ebe5575dd7ea13a/5D746D45/t51.2885-15/e35/56956624_2315509951838451_8962475579594349134_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,24,24_kayziwbvzl.jpg,
35,BwfcD2pA6Ih,,,,,"I love this place. \n#portsanilac #portsanilacmarina #waves #unsaltedlife #michiganphotography #lakehuron #galesofdecember #bigwaves #puremichigan #mittenlove #thegreatlakesstate #getoutside #beach #angrylake""",,,,,,
36,BwfZ63CFa7m,scamkillergta5,11.4k,"2,251",11k,".\n.\n.\n\u00a0#trainspotting #trainphotographics #rsa_theyards #railfans_of_instagram #train_nerds #jj_theyards #railways_of_our_world #railfanning #railfan #railwayphotography #locomotive #tpeuk #trb_express #kings_transport #daily_crossing #railways_of_america #eisenbahnfotografie #trains_r_the_best #rail_barons\u00a0 #puremichigan #motorcityshooters #michiganders #mittenlove #puremittigan #michigrammers #lomography #lomo #expiredfilm""","1555791967,""",1555815373,https://scontent-ort2-1.cdninstagram.com/vp/8c2a65141c41c0a13b523256cc6d5912/5D7065AC/t51.2885-15/e35/56403865_342933776411716_8998877165262306427_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_rqzcpeghcd.jpg,
37,BwfZ1tvF6Kg,elisanew3,"4,067",385,"1,341",".\n.\n.\n\u00a0#trainspotting #trainphotographics #rsa_theyards #railfans_of_instagram #train_nerds #jj_theyards #railways_of_our_world #railfanning #railfan #railwayphotography #locomotive #tpeuk #trb_express #kings_transport #daily_crossing #railways_of_america #eisenbahnfotografie #trains_r_the_best #rail_barons\u00a0 #puremichigan #motorcityshooters #michiganders #mittenlove #puremittigan #michigrammers #lomography #lomo #expiredfilm""","1555791924,""",1555815373,https://scontent-ort2-1.cdninstagram.com/vp/ddf54d971baeeee4f1bcc1c53b8c0786/5D760E68/t51.2885-15/e35/57012703_151662949205610_2638375966022292402_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_xewgnvgyty.jpg,
38,BwfZtadAw_X,eliza16811,14k,241,15.1k,".\n.\n.\n\u00a0#trainspotting #trainphotographics #rsa_theyards #railfans_of_instagram #train_nerds #jj_theyards #railways_of_our_world #railfanning #railfan #railwayphotography #locomotive #tpeuk #trb_express #kings_transport #daily_crossing #railways_of_america #eisenbahnfotografie #trains_r_the_best #rail_barons\u00a0 #puremichigan #motorcityshooters #michiganders #mittenlove #puremittigan #michigrammers #lomography #lomo #expiredfilm""","1555791856,""",1555815374,https://scontent-ort2-1.cdninstagram.com/vp/e4c1c5739f6a8e91059e80be70995278/5D586D52/t51.2885-15/e35/56994184_299830457612492_6077884882920537453_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,5,5_jzbusydpbs.jpg,
39,BwfZraMp-qO,uofmichigan,225.9k,204,"3,097","Rainy afternoon in Ann Arbor checking out the new University of Michigan Museum of Natural History, grabbing lunch at Wilma\u2019s and enjoying a chai latte at Argus\n.\n.\n.\n.\n.\n#annarbor #puremichigan #visitannarbor #michiganders #mittenlove #universityofmichigan #michigrammers""","1555791840,""",1555815375,https://scontent-ort2-1.cdninstagram.com/vp/35d5791ee7dfbb015ad90e0b439beda5/5D3CA46D/t51.2885-15/e35/56317756_356751561621109_7287770531949414777_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,25,25_atzcimaykf.jpg,
40,BwfZorupR2a,transelisa5,"7,841","4,952","4,881",".\n.\n.\n\u00a0#trainspotting #trainphotographics #rsa_theyards #railfans_of_instagram #train_nerds #jj_theyards #railways_of_our_world #railfanning #railfan #railwayphotography #locomotive #tpeuk #trb_express #kings_transport #daily_crossing #railways_of_america #eisenbahnfotografie #trains_r_the_best #rail_barons\u00a0 #puremichigan #motorcityshooters #michiganders #mittenlove #puremittigan #michigrammers #lomography #lomo #expiredfilm""","1555791818,""",1555815375,https://scontent-ort2-1.cdninstagram.com/vp/c7d2643be9e5c252dd843b96ebddb9b7/5D38FE6B/t51.2885-15/e35/57122352_1072358789617626_3775814134336009702_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_akhlknkhbj.jpg,
41,BwfX1v7BbR8,jjscavaliers,145,101,148,"Dog mom life... It's fine I understand we need to be protected from the great and mighty squirrels. .\n.\n.\n.\n\n#instagramdogs #famfirst #doglover #familylove #dogs_of_instagram #weeklyfluff\u00a0 #doglife #familiesareforever #michiganders\u00a0 #instapet #mittenlove #doglovers #dogsofig #ilovemydog #familyiseverything #puppylove #familypicture #puremittigan #puremichigan #petstagram #familyvacation #dogoftheday #jjscavaliers #kingcharlescavalier #puppyadoption""","1555790989,""",1555815376,https://scontent-ort2-1.cdninstagram.com/vp/355293fb460b5409a707d481982cd371/5CBEFA73/t51.2885-15/e35/57775437_202329744072795_4236265659664466067_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,16,16_fqitfjsqff.jpg,
42,BwfXvidAbqt,kylie_steele24,378,423,13,"Almost kayaking season\u2600\ufe0f \u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n#mittenlove #naturalmichigan #themittenstate #mittenstatelove #igersmidwest #midwestliving #puremichiganders #puremichigan #michigan #enjoymichigan #wildernesskayaks #kayak #summer #river #orange #trees #MI #puremittigan #puremittenpride #michigansun""","1555790825,""",1555815377,https://scontent-ort2-1.cdninstagram.com/vp/2cca0245dbdce31e6d2776104b42c45c/5D421BB1/t51.2885-15/e35/56537534_131919774553436_6201258805281608639_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,79,79_hdfpmncjhs.jpg,
