,0,1,2,3,4,5,6,7,8,9,10,11
563,BwewAsuAFcz,ashleyrome,10.1k,"3,176",394,"\u14aaI\u144e\u1455O\u14aa\u144e \u1515O\u1455I\u15e9\u14aa \u1587OO\u15b4TO\u146d \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 We also had the chance to check out @lincolnsocial this weekend, aka the roof of @delmarcolumbus another @cmrcolumbus concept!\u2728 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 Let us just say Columbus, y","1555769994,""",1555819000,https://scontent-ort2-1.cdninstagram.com/vp/fdf935dbf4196d9c95fe8cd230043bf2/5D4148EA/t51.2885-15/e35/56795729_2149783302001630_6524210095994430397_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,155,155_lryrlvhqww.jpg,
564,BwevIDng0gX,visittheusa,158.1k,"1,039","1,998","Welcoming the summer season with open arms.\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n#photo\u00a0#photographer\u00a0#adventure\u00a0#city #ohioexplored\u00a0@ohioexplored\u00a0#columbusvisuals @columbusvisuals\u00a0#OnlyInCbus\u00a0@onlyincbus @lifeincolumbus\u00a0#lifeincolumbus\u00a0#lifeincbus#goldenhour\u00a0@naturalohio\u00a0@ig_color @loweprobags \u00a0#canon\u00a0#adventure #art\u00a0#artist\u00a0#shainblumff #artistfound @artistfound\u00a0#ameteurphotography\u00a0#architecture#cbuscommunityfirst\u00a0#columbusohio\u00a0#lasvegas #nature #loweprobags #valleyoffire #shotzdelight #shotzr #eyeem #earthescope #SHOOTHELOW #mountains #igcbus_ontheroad""","1555769530,""",1555819000,https://scontent-ort2-1.cdninstagram.com/vp/2f2a106d0be5531d03eb5a4a541cc5d5/5D5253AC/t51.2885-15/e35/56551828_426030554636625_4174880549911514551_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,50,50_etunoanitz.jpg,
565,BwevEFIggkL,barbcolumbus,510,"1,449",444,"It really is unfair that Ohio is unequivocally associated with cornfields. Ohio should really be associated with the waterfalls, which we have in abundance.\n\n#glenhelennaturepreserve #waterfall #yellowsprings #asseeninohio #ohioexplored #myohioadventure #bpa_arts #columbusvisuals #theohiocollective #nikoncoolpixp610 #nikonp610 #nikonusa #ohiohiking #findyourtrails #getoutside #naturetherapy #ohiofindithere #naturalohio #inspiredbyohio #igersofcolumbus #bestnatureshots #naturelovers #natureshots #nature_hippys #bestpicsaround #instagoodmyphoto""","1555769498,""",1555819001,https://scontent-ort2-1.cdninstagram.com/vp/9641376edbda597c7432736dffeea841/5D752EBB/t51.2885-15/e35/56974026_948433818881049_4374278422411862531_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,54,54_plgxlgoftw.jpg,
566,Bwer7pWg7bL,annincolumbus,"2,496",497,28,"#photooftheday #pictureoftheday #picoftheday #instamood #instapic #instadaily #instagram #instamood #photo #bestoftheday #instagood #instacool #ColumbusVisuals #theohiocollective #ohiocollective #nature #amazing #outside #green #bokeh #spiderweb #spider""","1555767856,""",1555819002,https://scontent-ort2-1.cdninstagram.com/vp/5ddceb926d8a9f5775c98de2bcdb0fd6/5D5353B1/t51.2885-15/fr/e15/s1080x1080/56828268_401263400469691_4160430541423273870_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,11,11_xvrolkokef.jpg,
567,BweoCJ-FWnT,sunsett88,"1,312","1,186","1,757","\u201cSpring work is going on with joyful enthusiasm \u201c \u2014 John Muir \ud83c\udf3c \ud83d\udc9b\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n. .\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#mirror_of_our_souls #picturetokeep_love #allkindsofmagic #everything_home_front  #everythingeyecatching #everything_imaginable_  #atagwithnoname  #your_life_etc  #fav_squares #mcsquared_daily  #newalbanyohio #raw_alltrees #efe_snapshots_daily #raw_seasons #usa_photolovers #jj_seasons #raw_mobile  #tree_magic #flowersandmacro #birdhouse #flowergarden #vizorturkflowermacro #petalperfection  #details_creative_pictures #fever_seasons #macro_creative_pictures  #theohiocollective #raw_country #raw_seasons #columbusvisuals""","1555765812,""",1555819002,https://scontent-ort2-1.cdninstagram.com/vp/721615e0973b9b5d603304ee087a436a/5D35DD76/t51.2885-15/e35/57181873_134749504351290_5166954442008438536_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,196,196_yxqogbycoc.jpg,
568,Bwel3c4AL86,,,,,"Dreamers always be dream\u2019n \ud83d\udcab\n\ud83c\udf9e Portra 400""",,,,,,
569,Bwei35QAcGM,ohio.findithere,76.2k,"1,751","1,819","Dem bones... .\n.\n.\n.\n#photooftheday #photographers #photographer #photographersofinstagram #photography #photoshoot #bones #skeleton #remains #death #dark #outdoors #nature #naturephotography #naturalorder #naturalohio #ohioexplored #ohiofindithere #ColumbusVisuals #columbusphotography #columbusphotographer #614photography #614photographer #canonusa #canon #canonphotography #canon5dmarkii #teamcanon #adobelightroom""","1555763106,""",1555819003,https://scontent-ort2-1.cdninstagram.com/vp/63689f7bffc12323870cd42809aff88f/5D5242D5/t51.2885-15/e35/56749572_2240369092878021_1577637384724772272_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,31,31_lwrnierpzj.jpg,
570,Bwehlw-geVL,columbusvisuals,"6,578",818,"1,469","Purple Rain""","1555762434,""",1555819004,https://scontent-ort2-1.cdninstagram.com/vp/ddfdc0ea2fd719f50927788d388b8bdc/5D77FCBE/t51.2885-15/e35/56945079_1489731611162330_6790461434939770783_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,523,523_lotkjzuehc.jpg,
571,BwegixmAFsX,,,,,"I could never live the way they want.\n\ud83d\udcf7 @fords_fine_photography .\n.\n.\n#columbusvisuals #Columbus #columbusmodel #curlyhair #curls #dopeports #fashion #modelscout #portraitphotography #portraits_today #redhead #spring""",,,,,,
572,BwedZ46AnSj,,,,,"Rainy short north""",,,,,,
573,BwecEzLAzLU,,,,,"The tiger and the lion may be more powerful but the wolf does not perform in the circus. \u2014Anonymous""",,,,,,
574,BweH7oWAegC,,,,,"After picking up a piece that was in a show at the Denison Art Space, I walked around Newark. Looks like a nice place.  #614photographer  #columbusphotographer #handheldphotography #capturingthemoment #camerainhand  #columbusmakesart #artmakescolumbus #columbusvisuals #theohiocollective #photojournalism #documentaryphotography #streetphotography #brickwall""",,,,,,
575,Bwd7xyngyVb,,,,,"\u201cSomewhere in time\u201d. #longexposure_official #columbusvisuals #614streetphotos""",,,,,,
576,BwdhzINAzV9,,,,,"Glad we got this shot before they told us we werent allowed to take photos here \ud83d\ude2c\n\u2022\nModel: @khalifakat_ \u2022\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n #614 #ohio #columbusmodel #depthobsessed #moodyports #artofvisuals #trappingtones #instaphoto #photography #columbusohio #edgyports #614living #columbusvisuals #dopeports #hypebeast #portraitsquad #portraitphotography #ourportraitsdays #portraitvision_ #gramslayers #portraitgasm #elusiveports #portraitsinspire #portraits_ig""",,,,,,
577,Bwddi23gATu,,,,,"Team night was \ud83d\udd25 tonight. We prayed, worshipped, \u0026 prepared for what God is about to do this weekend. We serve our Father as dearly loved sons \u0026 daughters...\n.\n.\n.\n.\n\u201c...because we are his children, God has sent the Spirit of his Son into our hearts, prompting us to call out, \u2018Abba, Father.\u2019 Now you are no longer a slave but God\u2019s own child. And since you are his child, God has made you his heir.\u201d (Galatians \u202d4:6-7\u202c)""",,,,,,
578,Bwehlw-geVL,,,,,"Purple Rain""",,,,,,
579,BwODNOdgpxX,,,,,"Dem night vibes tho... I like this shot. \ud83c\udf9eFuji 200""",,,,,,
580,BwflgT9AW7B,,,,,"When the sky looks crazy....Take out the drone! \u26c8\ud83d\ude81 View of #DowntownColumbus / 70 East / Greenlawn Cemetery #ColumbusOhio""",,,,,,
581,BwSDbFdhfm_,knighttones,15.2k,46,"1,078","All I heard today is people talking about Game of Thrones \ud83d\ude02\n#gameofthrones :\n:\n:\n:\n:\n:\n:\n#bwp055 \n#ig_mexico\n#church\n#kindcomments \n#LoveDF\n#MexicoCity\n#architecture \n#IgersMexico\n#Mexigers\n#columbusohio\n#letsguide\n#ohio \n#loves_mexico\n#columbusmodel\n#ohiofindithere \n#lifeincolumbus \n#columbusvisuals""","1555343964,""",1555819020,https://scontent-ort2-1.cdninstagram.com/vp/06223c16426c43eb21a0c7d2695306b7/5D70AE89/t51.2885-15/e35/56520213_2219280731734739_7488295944289010457_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1491,1491_alovetuwlk.jpg,
582,BwVKZ9GhVmU,king__jwall,"1,127","1,970","1,070","Blonde hair Aarika \ud83e\udd2b I like my black better makes me look like a LATINA \ud83d\ude1b \u2763\ufe0f Mrs. Mejia \u2763\ufe0f""","1555448288,""",1555819020,https://scontent-ort2-1.cdninstagram.com/vp/c610a436732982c2e065adbef93a8e9a/5D754937/t51.2885-15/e35/57462991_129308901496035_7235353511982459929_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,738,738_snvobjylue.jpg,
583,BwS2keigRls,vsco,3.9m,113,"3,389","Summer is soo close i can practically reach out and TOUCH IT \ud83c\udf34\ud83c\udf3a\ud83c\udf1e\ud83d\udc59\u2728\u2800\n\u2800\nI have to say, i adore every photo in this series for its own reason but this one has to be my favorite - best for last who\u2019s surprised\ud83d\ude02\ud83e\udd2f\nModel: @emmapetno\n\u2800\nI would LOVE to hear which photo in this series is your fav!\u2800\n\u2800\nDo you agree with me and like this one the best?? or does another one reeeally just resonate with ya? LMK\ud83d\udda4\ud83d\udc47\ud83c\udffc\ud83d\udc47\ud83c\udffc\ud83d\udc47\ud83c\udffc\u2800\n\u2800\n#columbusartist #614photographer #midwestphotographer #studentphotographer #vscocam #vsco #photographer #portraitphotography #portrait #urbanphotography #columbusohio #womanempowerment #eastcoastportraits #columbusvisuals #portraitstream #portraitpage #cityports #cityports2k #portraitgames #por","1555370780,""",1555819021,https://scontent-ort2-1.cdninstagram.com/vp/01d3ee85fbf0f87b6a207265b2667c96/5D44E4B0/t51.2885-15/e35/57506275_296948087884938_5792345827519357353_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,266,266_pxwtllbbkq.jpg,
584,BwPVzH5g4Du,columbusvisuals,"6,578",818,"1,469","Explosions in the sky""","1555252935,""",1555819022,https://scontent-ort2-1.cdninstagram.com/vp/6c2988d6ade72797916e77b7b012763a/5D342CD0/t51.2885-15/e35/55922261_345429809420357_3107506156254987944_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,573,573_eesonfecqp.jpg,
585,BwQCcwJgOUC,gucci,33.5m,160,"5,672","Eyes Wide\n.\n.\n.\n.\n.\nPc: @mikey_armani .\n.\n.\n.\n.\n.\n#columbus #ohio #asseenincolumbus #columbusohio #love #cbus #614 #photography #art #fashion #instagood  #model  #columbusphotographer #columbusvisuals #photooftheday #picoftheday #photographer #lifeincbus #onlyincbus #artist #fashionblogger #beauty #ohiophotographer #fashion""","1555276345,""",1555819023,https://scontent-ort2-1.cdninstagram.com/vp/d96a094d30b067e661a53548c4411c31/5D5187DB/t51.2885-15/e35/56213830_348714025769075_1910587203710875709_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,256,256_fvcjdwhnmc.jpg,
586,BwewAsuAFcz,ashleyrome,10.1k,"3,176",394,"\u14aaI\u144e\u1455O\u14aa\u144e \u1515O\u1455I\u15e9\u14aa \u1587OO\u15b4TO\u146d \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 We also had the chance to check out @lincolnsocial this weekend, aka the roof of @delmarcolumbus another @cmrcolumbus concept!\u2728 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800 Let us just say Columbus, y","1555769994,""",1555819023,https://scontent-ort2-1.cdninstagram.com/vp/fdf935dbf4196d9c95fe8cd230043bf2/5D4148EA/t51.2885-15/e35/56795729_2149783302001630_6524210095994430397_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,155,155_xbmcgbqgna.jpg,
587,BwgNEhdBDzp,876documents,731,555,922,A happy client is the best advertisement. 3 weeks to the day and her passport is back.  I know you are thinking that I said 4 to 6 weeks...I guess I used that #BlackGirlMagic.\n. .\n...#sidehustle\n.\n.\n...Let us help you get your passport. Dont wait until you need to travel. Check your passport now and get it renewed.\n_____________________________________646 898 6890. Get your passport and go see the world. \u25aaCall 646 898 6890 to get help with the process.\n\u25aaGive us a call if you need help with a Jamaican passport In the USA. \u25aa\u25aa\u25aaTELL A FRIEND \u25aa\u25aa\u25aa\n.\n.@justgoalready\n.\n.@thegewel\n.\n.\n.\n#jamaicanpassport\n.\n.\n\n#Pittsburgh #Anchorage #Stockton #Cincinnati#Toledo#Greensboro #Buffalo #JerseyCity #FortWayne #Durham\n#VirginiaBeach #Atlanta #Coloradosprings #Omaha #Raleigh #Oakland #Minneapolis #Tulsa#Cleveland#Wichita #Arlington #NewOrleans #B,"1555818784,""",1555819025,https://scontent-ort2-1.cdninstagram.com/vp/50a3c343a325c68289c7d469d8d4a2d6/5D510ED3/t51.2885-15/e35/56770836_113921239803804_3615551820777621359_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,3,3_ezquatfjbi.jpg,
588,BwgMkuuArDZ,rohit.cp,90,147,74,"#toledo #spain #madrid #hola #vacation #holiday #traveller #wanderlust #europe #toledospain""","1555818524,""",1555819026,https://scontent-ort2-1.cdninstagram.com/vp/0db1f5410a51100492d22408ddd96351/5D454102/t51.2885-15/e35/57341039_163889434619201_560038329988874795_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_rxlhapmhwb.jpg,
589,BwgMkZsp4jn,captain__kickass,337,347,169,"Doing dinner right #thechophouse Toledo.  Cowboy steak, lobster gnocchi, lobster crab cake and so on and so forth.  Happy Saturday \ud83d\udc4d\ud83c\udffb #toledo #cowboysteak #ribeye #flowerspinotnoir""","1555818521,""",1555819027,https://scontent-ort2-1.cdninstagram.com/vp/58bf8b9c17f438e1c9b4a47f6cef53e8/5D3D73D4/t51.2885-15/e35/56622636_131739947986325_5117232611849608495_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_oiypcxtojx.jpg,
590,BwgLUqMFlTJ,greedygfx_,"1,845","1,485",19,"My bubbles is ready for easter \u2764\ufe0f #TeamImpeccable #toledobraids #braidedhairstyles #neatbraids #braidstyles #braidcreativity #hair #hairstyles #hairart #hairstylist #kidsbraids #kidshairstyles #feedinbraids #impeccablebarbers #hairart #toledo #ohio #barbers #stylists #barbershop #barber #toledobarbers #dreads #dreadlocks #dreadstylesformen #dreadstyles""","1555817868,""",1555819027,https://scontent-ort2-1.cdninstagram.com/vp/33c231c293d0a12d20b650e553878a3b/5D42096B/t51.2885-15/e35/56618681_1959376577522516_6931545859568085307_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_ybkocknxib.jpg,
591,BwgK7lllJYi,impeccable_barbers,"1,339","1,794",825,"#TeamImpeccable #toledobraids #braidedhairstyles #neatbraids #braidstyles #braidcreativity #hair #hairstyles #hairart #hairstylist #kidsbraids #kidshairstyles #feedinbraids #impeccablebarbers #hairart #toledo #ohio #barbers #stylists #barbershop #barber #toledobarbers #dreads #dreadlocks #dreadstylesformen #dreadstyles""","1555817663,""",1555819028,https://scontent-ort2-1.cdninstagram.com/vp/e848d042e41fce75765076ecebc2d609/5D6F3C67/t51.2885-15/e35/56994167_171095937214921_4192749346699671017_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,5,5_utplcdvkbz.jpg,
592,BwgK5yYBaAJ,danicirco,"2,308","1,167","6,216","Zancos en la sesi\u00f3n \""Orange Party\"" en la Casa de Cultura de Malpica de Tajo(Toledo)(con Eva Ruiz Garcia).#zancos #stilts #animacion #performance #artist #monos #monkeys #simios #orangeparty #malpicadetajo #toledo #pe\u00f1alavaskadelatasca #eborasound #danicirco""","1555817648,""",1555819029,https://scontent-ort2-1.cdninstagram.com/vp/ebfac0bd8828e0e9d29b4d7280c26711/5D376265/t51.2885-15/e35/56661950_431590407597492_4863074367133716508_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_fqfzhlxvwv.jpg,
593,BwgKtviBe-A,primpandpaint,325,759,171,"#lash lift\u0026tint \ud83d\ude0d\nResults lasting 6-8 weeks! \n#keratintreatment #lashtreatment #blueeyes #lashbabes #nomascaraneeded #results #ohioesthetician #maumee #perrysburg #toledo #lashart #drama #natural #classic\n\ud83d\udc4c\ud83d\ude18#primpandpaint xoxo""","1555817549,""",1555819029,https://scontent-ort2-1.cdninstagram.com/vp/fc0d13edf7828dd1225859b3d7ab06de/5D56A386/t51.2885-15/e35/56686092_114812019713588_5381698891734898648_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,3,3_xilvwemwtc.jpg,
594,BwgKJbqBP4a,coachtonyaduran,238,299,701,"At the first annual Praise and Worship Festival to support local charities. Great word and great fellowship! @jaden_reports did a great job speaking as well. He is one amazing kid! \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\n.\n.\n#impacttoledo #local12 #uaw #jeep #gladiator #wrangler #toledo #ohio #toledooh #nwohio #parksandrec #parks #toledoparks #praise #worship #gospel #love #faith #hope""","1555817252,""",1555819030,https://scontent-ort2-1.cdninstagram.com/vp/fe4eb4ce7f96e6b79d5e009a8860320e/5D3CBCCC/t51.2885-15/e35/56412495_119560365896483_3980452695152381336_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_xpyrspynpg.jpg,
595,BwgJrrRncP6,keillaantunes2,"1,120","1,357",251,"Que seja um dia de comemora\u00e7\u00e3o e muita reflex\u00e3o. Uma Feliz P\u00e1scoa a todos Clientes, Amigos, Fornecedores e Colaboradores.. #perfil #persul #toledo #cascavel #marechalcandidorondon #pascoa2019 #paz #alphaesquadrias #aluminio #esquadrias #vidros""","1555817008,""",1555819030,https://scontent-ort2-1.cdninstagram.com/vp/39c71bf79dc384f89d8cdcf020fafbef/5D34B56B/t51.2885-15/e35/58409790_126467641858056_5044613645400128768_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,5,5_vqvsfinezj.jpg,
596,BwgJHLWA8PO,,,,,"#lagomunicipal #lago #passaros #lagomunicipaltoledo #toledopr #toledo #arvores #passeio #familia #nublado #contemplando #nature_photografic_isa  #parana  #rio  #foco #detalhesemfoco #destaquenatural #focomanual #ig_naturezaemfotos #nuvensdealgod\u00e3o #maringaparana  #celular #xiaomi #mia2""",,,,,,
597,BwgJEiTHY-Y,tatianapbartolomeu,"3,206",311,106,"Vai \ud83d\udc37porco \ud83d\udc37porco\ud83d\udc4f\ud83d\udc4f\ud83d\udc4f\n#toledofutsal #toledo #toledopr""","1555816687,""",1555819031,https://scontent-ort2-1.cdninstagram.com/vp/70c7196df8f205ca33596d3893633880/5D3B9EA4/t51.2885-15/e35/56742837_322675408430732_2061020434727858273_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,112,112_ndugcvsxuv.jpg,
598,BwgIcq4HgE-,chupinexx,483,3,0,"Nudread + freestyle (zero pigmento) .\n.\n.\n#barber #modamasculina #barbershop #barberworld #fade #degrade #modelo #fashion #barbeiro #barbearia #bigode #barba #cabelo #estilo #homemmoderno #happy #beauty #boy #freestyle #desenho #wahl #andis #risco #hair #brasil #moda #shapesquare #toledo #shop #look""","1555816361,""",1555819032,https://scontent-ort2-1.cdninstagram.com/vp/c68237c2061bd3267be8a14d87fee4c3/5D73DD68/t51.2885-15/e35/s1080x1080/56692420_411714756337507_6367737764090610963_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,17,17_riwpcguhkd.jpg,
599,BwgIVepBTAD,tecnotronicscucuta,"1,134",651,521,"Nueva Colecci\u00f3n Diesel\nPor s\u00f3lo :\ud83d\udcb265 mil pesos\nTallas desde la 37 a\u00a0la 43\ud83d\udc5f\nContamos con sistema de pago contra-entrega a nivel nacional\ud83d\ude0e\n\nPedidos e informaciones  al WhatsApp 3214194892\n\nQuieres ser parte de nuestro grupo de mayoristas?!!\nAplica desde 4 unidades!! Escribenos \ud83e\udd29\n.\n.\n.\n.\n.\n.\n\n#contraentrega #cucuta #zapatosalmayor #sandaliasplanas #amazonas #guajira #choco #nortedesantander #cucuta #toledo #pamplona #chinacota #boyaca #tunja #villadeleyva #manizales #caldas #medellin #bogota #bucaramanga \n#vans #timberland #nike #adidas #zapatosreplica #calidadnacional #zapatocolombiano #cali #botin #taconesaltos""","1555816302,""",1555819032,https://scontent-ort2-1.cdninstagram.com/vp/aedc3bc3ecc06f19fe6e7db69b236337/5D378572/t51.2885-15/e35/56636428_483585935744384_7221431459953979213_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,8,8_irajaituae.jpg,
600,BwgIKWDB3Nz,,,,,"Nueva Colecci\u00f3n Diesel\nPor s\u00f3lo :\ud83d\udcb265 mil pesos\nTallas desde la 37 a\u00a0la 43\ud83d\udc5f\nContamos con sistema de pago contra-entrega a nivel nacional\ud83d\ude0e\n\nPedidos e informaciones  al WhatsApp 3214194892\n\nQuieres ser parte de nuestro grupo de mayoristas?!!\nAplica desde 4 unidades!! Escribenos \ud83e\udd29\n.\n.\n.\n.\n.\n.\n\n#contraentrega #cucuta #zapatosalmayor #sandaliasplanas #amazonas #guajira #choco #nortedesantander #cucuta #toledo #pamplona #chinacota #boyaca #tunja #villadeleyva #manizales #caldas #medellin #bogota #bucaramanga \n#vans #timberland #nike #adidas #zapatosreplica #calidadnacional #zapatocolombiano #cali #botin #taconesaltos""",,,,,,
601,BwgIBc3hbP7,daivos_store,451,45,28,"Nueva Colecci\u00f3n Diesel\nPor s\u00f3lo :\ud83d\udcb265 mil pesos\nTallas desde la 37 a\u00a0la 43\ud83d\udc5f\nContamos con sistema de pago contra-entrega a nivel nacional\ud83d\ude0e\n\nPedidos al WhatsApp 3214194892\n.\n.\n.\n.\n.\n.\n\n#contraentrega #cucuta #zapatosalmayor #sandaliasplanas #amazonas #guajira #choco #nortedesantander #cucuta #toledo #pamplona #chinacota #boyaca #tunja #villadeleyva #manizales #caldas #medellin #bogota #bucaramanga \n#vans #timberland #nike #adidas #zapatosreplica #calidadnacional #zapatocolombiano #cali #botin #taconesaltos""","1555816138,""",1555819033,https://scontent-ort2-1.cdninstagram.com/vp/b5d498d45a7db52e6cf9f90b7b53e39b/5D45C33C/t51.2885-15/e35/57822030_392186388270080_3216868711456056833_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_umfxdxggfi.jpg,
602,BwgH-1iDOpI,carlos_nunez.leal,588,"1,402",284,"#turismodenaturaleza #suramerica #viajerosdelmundo #realismomagico #goprocolombia #colombiaessabrosura #colombianotcolumbia #colombianiando #colombiatravellers #exploracolombia\n\nMe despido gratamente de este hermoso pueblo de centro colonial y calles empinadas plan recomendadisimo #toledo\n\n#pueblitoscolombianos\n#puebliandoencolombia\n#visitcolombia\n#travelcolombia\n#turismoencolombia\n#igcolombia\n#colombia\n#thecolombialife\n#tursimonortedesantander""","1555816116,""",1555819034,https://scontent-ort2-1.cdninstagram.com/vp/02928cb2f5e18d9592fccbda72817f2c/5D72E705/t51.2885-15/e35/56622615_353038375317568_4605589395061209683_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,10,10_dtcutwdnnv.jpg,
603,BwgH2wElY23,,,,,"Big Ol Bowl O Magick!! -\u270c\ufe0f\u0026\ud83d\udc99 #organic #allnatural #handcrafted #essentialoils #herbal #health #sheabutter #whipped #bluelotusessentials #afrolatina #herbalism #skinhealthtips #chemfree #beauty #love #peace #blackownedbusiness #atlanta #softskin #smoothskin #chicago #detroit #losangeles #houston #newyork #newjersey #neworleans #toledo #lifechangingskincare\ud83d\udc99\ud83d\udc9b\ud83d\udc9c\ud83d\udc9a""",,,,,,
604,BwgHnowhYSG,,,,,"#bodypiercing #pierced #piercingoftheday #piercingaddict #piercinggoals #pierce #piercings #bodymods #girlswithpiercings #legitbodypiercing #love #instagood #tbt #photooftheday #instafollow #l4l #tagforlikes #followback #toledo #toledopiercing #toledoohio #ohio #ohiopiercing #nostrilpiercing""",,,,,,
605,BwgHXmnB8eA,rosiesrollingchef,262,91,22,"We rolled on up to @atticonadams serving up Cajun eats and @rosiesitaliangrille OG items like hot mama bread and pizza! \n#420 #rosies #therollingchef #theattic #downtowntoledo #downtown419 #toledo #explore419 #toledoeats #go419""","1555815795,""",1555819035,https://scontent-ort2-1.cdninstagram.com/vp/9c8fbb0a47e073b0592a2e171789b73d/5D423E2A/t51.2885-15/e35/57438317_1123458104503868_8151781813265364330_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_lwaebvklld.jpg,
606,BwgHBLKlXvP,tadaclipz,"2,744",881,134,"Get Em Right; Get Em Tight !! Stay Consistent \u267e !! Another Successful Week In The Books \ud83d\udcda !! #SpringBreak #EasterWeek #GladItsAllOverWith  #TeamImpeccable \ud83d\udc48\ud83c\udffe#ImpeccableBarbersAndStylist \ud83e\udd47#CutsByRodlow \u2702\ufe0f #RodlowDaBarber \ud83d\udc10 #ImpeccableBarbers \ud83d\udc88#Rodlow419 #MeanTaperGame  #ToledoBarbers #OhioBarbers  #BarberLove #BarberGame #OhioLove #ToledoLove #Barber #UniqueBarbers\n#FrontPageFades #AndisMasters \n#AndisLiners #Toledo #Ohio #RepresentOhio \n#BarberSwag #BarberSensation \n#BarberElevation #ILoveMyJob #ILoveBarbering #ILoveCuttingHair""","1555815611,""",1555819036,https://scontent-ort2-1.cdninstagram.com/vp/402aa5815e50c381f8cc65dd6c5137ca/5D427E0B/t51.2885-15/e35/56373765_2169269426520824_7206109740772383506_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,9,9_xodzyfjgjo.jpg,
607,BwgHAW5F-c_,_haver,207,237,283,"Toledo adventures @_haver @urban_wanderer_nyc #walleyes #toledo""","1555815605,""",1555819036,https://scontent-ort2-1.cdninstagram.com/vp/226b99ed4a8837e350944423bed22b2f/5D41CD90/t51.2885-15/e35/57156324_470246600386014_1089066972302394102_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,9,9_fbcvujeoch.jpg,
