,0,1,2,3,4,5,6,7,8,9,10,11
14,BwPwZJ-B_ac,k_cost,611,879,624,"The typical process of getting a good picture \ud83d\ude04""","1555266878,""",1555271782,https://scontent-ort2-1.cdninstagram.com/vp/ac0f0c6bbefbba5caa14182e58f61a49/5D511870/t51.2885-15/e35/54800669_419675895483933_358572175241861845_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,25,25_ywncfrqgts.jpg,
15,BwPv8I_BWkq,raymo.lisa,66,288,62,"Here I am, trying to find balance in the wind while the tide is rolling in.  Pure fucking bliss \u2728\n. \nJust a reminder that there will be NO CLASS this Tuesday (April 16) at the Grand Traverse Circuit, as I\u2019ll still be in sunny Florida for some R\u0026R and catching up with an old friend\u2764\ufe0f. Class will resume for the last 2 Tuesdays in April then hitting the pause button for summer.... but stay turned, because I might have some outdoor pop-up yoga sessions in the works for June, July \u0026 August \ud83c\udf08\n.\nSee you April 23!\n.\n.\n.\n.\n#yogaeverydamnday #yogaforall #yoga #yogavibes #yogacommunity #yogalifestyle #traversecity #traversecityyoga #inspired #gentleyoga #gentleyogaflow #gentleflowyoga #yogachurch #grateful #practice #popupyoga #goodvibes #doingthings #yogatherapy""","1555266640,""",1555271782,https://scontent-ort2-1.cdninstagram.com/vp/d44d5f456c9b42ccb91408318be27c7e/5D3FC8C9/t51.2885-15/e35/57026487_835595003499942_6323547076589741235_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,17,17_snmcdavjyi.jpg,
16,BwPvrzLBqkH,meganhaskinss,"2,754","2,083",583,"The other half of our trip\ud83e\udd70 I cant wait to be on this beach in the summer time. Shes a beaut \n#puremichigan #michigan #lakemichigan #vansbeach #beautiful #driftwood #neature #nature #water #love #travel #ilovemichigan #traversecity""","1555266507,""",1555271783,https://scontent-ort2-1.cdninstagram.com/vp/d822e6c00d60e3b3c88615dbeb224f2d/5D3A5B7E/t51.2885-15/e35/55886230_1987774041531744_5616918196800003765_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,8,8_bpmpbemevn.jpg,
17,BwPvNuah565,,,,,"ARRRRRRR you ready for a super great time this summer?! \u26f5\u2693\u26f5 #TraverseCitySailCharters is your PREMIER sailing charter and the BEST way to enjoy #WestBay!!! \ud83d\ude00\ud83d\ude00\ud83d\ude00 #summer2019 #sailing #vacation #Oberon #CaptainRick #LakeMichigan #TraverseCity #adventureawaits #letthegoodtimesroll #letsgosailing""",,,,,,
18,BwPu3oojWd5,,,,,"All Star Nutrition LLC \n1209 S. Garfield Avenue \nSuite \u201cA\u201d\nTraverse City, Michigan 49686\n#all #star #nutrition #elite #fitness #north #traversecity #michigan #usa #gym #shopsmall #buylocal #bodybuilding #powerlifting #weightlifting #strongman #performance #supplements #fitlife #gymlife #lifting #weights #training #inspiration #motivation #getfit #getstrong #bestrong #believe #achieve""",,,,,,
19,BwPuxCwn0w7,m22life,47.7k,222,"1,754","As your lawyer I recommend finishing your beer before this stretch of Class 2 rapids on the Boardman River \ud83d\ude01\ud83c\udf7b""","1555266025,""",1555271785,https://scontent-ort2-1.cdninstagram.com/vp/98db6d188fe6c5cc695eeff5bab00b80/5D2F517A/t51.2885-15/e35/55886209_130392541357853_8601113593105237540_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,45,45_jmlilfqsdv.jpg,
20,BwPurcglqDc,anita_darko,"1,713","3,603","7,986","I want to make it here sometime this summer. #traversecity""","1555265979,""",1555271786,https://scontent-ort2-1.cdninstagram.com/vp/5b55982d1645df717a1ff3dcb8391b4a/5D2EAFC8/t51.2885-15/e35/56567402_454352088639254_69599369294342991_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_hrjlzuaood.jpg,
21,BwPuZZyhu55,fieldstone_market,312,212,262,"A locally owned company that supports other local businesses! Fieldstone Market \u0026 Deli is a place for community and fellowship. Their friendly staff and quality products make this an excellent stop on the West side of Traverse City! #traversecity #community #puremichigan #localbusiness""","1555265832,""",1555271787,https://scontent-ort2-1.cdninstagram.com/vp/b29b46583bdd2a993151ea0ad0580841/5D488F0E/t51.2885-15/e35/56757832_2287354688179819_39989958212292229_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_zjfeyeokdu.jpg,
22,BwPtwJOB1tc,sherricaketc,237,66,124,"Love this one from the weekend- woodland theme first birthday cake! Such a sweet design!\n#woodland #woodlandfirstbirthday #woodlandcake #firstbirthdaycake #cakedecorating #cakestagram #cakesofinstagram #cake #fondantcake #fondanttoppers #traversecity #sherricake""","1555265494,""",1555271788,https://scontent-ort2-1.cdninstagram.com/vp/dc8bc9f946ddd1780c2d04f83e7cdd56/5D4A2E14/t51.2885-15/e35/56209778_293709744876729_5437230659197416403_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_qgujoqeovn.jpg,
23,BwPs8MBBoIV,kitchenaidusa,266.6k,"4,211","2,033","Marbled Nerf Birthday Cake!  Loving how this one turned out. Still practicing with that tricky fondant, but it\u2019s getting easier. Lesson learned on this one. Not all brands are the same.""","1555265068,""",1555271789,https://scontent-ort2-1.cdninstagram.com/vp/2744c2a7e95204875cbed1f4c0475f1e/5D49E1EE/t51.2885-15/e35/55776553_397024884467883_5626484863084120114_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,11,11_xmgngglzdj.jpg,
24,BwPshEZDAn8,jojolove14,213,261,57,"#goodfood #goodpeople #goodtime #amustvisit #traversecity #puremichigan""","1555264846,""",1555271790,https://scontent-ort2-1.cdninstagram.com/vp/5df96b2d2d61c6b5c4454d1b4818ad1f/5D3560C1/t51.2885-15/e35/55729580_319533278621665_1474748744725605688_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,1,1_vnsnfdsueh.jpg,
25,BwPrJv3BBcR,puremichigan,648.9k,507,"2,558","\ud83c\udd3c\ud83c\udd38\ud83c\udd32\ud83c\udd37\ud83c\udd38\ud83c\udd36\ud83c\udd30\ud83c\udd3d \ud83c\udfc1 \ud83c\udd3c\ud83c\udd38\ud83c\udd32\ud83c\udd37\ud83c\udd38\ud83c\udd36\ud83c\udd30\ud83c\udd3d \ud83c\udfc1\ud83c\udd3c\ud83c\udd38\ud83c\udd32\ud83c\udd37\ud83c\udd38\ud83c\udd36\ud83c\udd30\ud83c\udd3d\ud83e\udd1a\ud83e\udd1a\ud83c\udffe\ud83e\udd1a\ud83c\udffc\ud83e\udd1a\ud83c\udffd\u270b\ud83c\udfff just point out where your from \ud83d\ude01\ud83d\ude0e #Michigan #TraverseCity #TCMI #NorthernMichigan #gameofthrones link in bio or DM for a pair!""","1555264131,""",1555271790,https://scontent-ort2-1.cdninstagram.com/vp/8eb0a5fd233459948420a9e3309a6337/5D2B3CA4/t51.2885-15/e35/54732361_2382386035158087_6206592646434126707_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,2,2_apooenybrr.jpg,
26,BwPrCNlBEG1,mammoth_distilling,"2,969","1,234","1,163","Distilled just a Petoskey stone\u2019s throw away from Torch Lake, Michigan\n\ud83d\udcf8 @dustinjrogers""","1555264069,""",1555271792,https://scontent-ort2-1.cdninstagram.com/vp/3ab6d2a7f2e4d20ef975a583e4f937c1/5D40B8C2/t51.2885-15/e35/55912195_338532137012764_8905251364028301536_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,22,22_exgnvwtbeb.jpg,
27,BwPqC6bAoim,hearourcity,"2,613","6,776","7,839","Whitecaps-Loons Postponed Ballgame \nReschedule to May 16-19 \nNext game Monday at 6:35pm against Lansing Lugnuts \n#whitecapsbaseball #grandrapids #grandhaven #traversecity #petoskey #lansing #battlecreek #kalamazoo #michiganbaseball""","1555263550,""",1555271793,https://scontent-ort2-1.cdninstagram.com/vp/946357cadd7cb7afa2c5576fa0c2d3d8/5D421DF0/t51.2885-15/e35/56716436_133397594466206_2071368752556868052_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,4,4_mszxiclihe.jpg,
28,BwPp139BPZ3,etaphouse,180,239,555,"Great afternoon for a walk with great walking buddies. #goldensofinstagram #traversecity #traversecitymichigan #goldenretriever #sundayfunday""","1555263443,""",1555271794,https://scontent-ort2-1.cdninstagram.com/vp/205fc348a0b142a379ba9ab0a2c971a9/5D46CF9F/t51.2885-15/e35/p1080x1080/55928077_429189111163514_4273343362467008097_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,7,7_hntcsblcku.jpg,
29,BwPo-OHgAuh,puremichigan,648.9k,507,"2,558","If you wonder what happens when 25+ Younique girls get together....\n\ud83d\udc97Laughter\n\ud83d\udc97Support\n\ud83d\udc97Dancing\n\ud83d\udc97Singing\n\ud83d\udc97Encouragement \nWe came from all over. North, south, east, west, different backgrounds, opposite opinions, but the same mission to validate all.\n\nYou deserve it all. We are here to show you that.""","1555262988,""",1555271794,https://scontent-ort2-1.cdninstagram.com/vp/bd93a2ff684bb0a46cec72da22ee18e5/5D3AD00F/t51.2885-15/e35/56609032_2319225398345449_7964608376975809457_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,12,12_uyzynjxflz.jpg,
30,BwPnx7ajJqf,1415brycie,"5,253","1,370",18,"Should we leak \ud83d\udc40 \u201cNo More Stress\u201c (Official Video) Run Up The Likes and Comments \ud83e\udd37\ud83c\udffe\u200d\u2642\ufe0f\ud83c\udf3f\ud83d\udca8\n#sr #raybandzmusic #bluhunnitmafia #nomorestress #newmusicalert #sundayfunday #cmu #mtpleasant #traversecity #lansing #musicvideo #springsummer2019""","1555262741,""",1555271795,https://scontent-ort2-1.cdninstagram.com/vp/db4dae8f09c09a79e3958582575b642d/5CB5D61F/t51.2885-15/e35/56627389_202228137406502_5472350195221523737_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,17,17_cgfpbgnrjh.jpg,
31,BwPocElnC89,anevelle,936,659,635,"I think the problem with the SNOW is the lack of SUDS! \ud83d\ude1c\n.\n.\n.\n#latergram #sudsandsnow #nomi #traversecity #craftbeer #drinkmichiganbeer #bestfriends #outdoorbeerfest #tc #optoutside #sudsandsnow2019""","1555262708,""",1555271796,https://scontent-ort2-1.cdninstagram.com/vp/d449de8c515ec49c626529eebd3ff9c8/5D395FEE/t51.2885-15/e35/56751357_2360047684039453_8998534651312152604_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,24,24_gqlfedxgrn.jpg,
32,BwPoYFwlLOc,jmd_teach,308,590,197,"What a gift this weekend has been.  #friends #girlsweekend #yoga #namaste #traversecity""","1555262675,""",1555271797,https://scontent-ort2-1.cdninstagram.com/vp/e4bd5d4db92807036264cb32403f3a54/5D4C0D6E/t51.2885-15/e35/56749579_387830021805170_3003152387512838664_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,16,16_quqtgkrxnv.jpg,
33,BwPn4u8hdlC,slederstavern,555,144,136,"A vegan, omnivore, and thirsty Bohemian go into a bar . . . .  No joke! They all eat, drink, kiss a moose, and leave with concert tickets! Only at Sleder's. \ud83e\udd57\ud83c\udf54\ud83c\udf79\ud83c\udf9f\ud83c\udfbc\ud83d\ude18. \u2022 \u2022 \u2022 \u2022 \u2022 \u2022  #slederstavern #impossibleburger #vegan #omnivore #steaksalad #boho #bohemian #springcocktails #drinkmenu #sarurdaynight #concerttickets #springconcert #dinnershow #mothersdayconcert #traversecity #restaurantfood #instafood #instarestaurant #pub #tavern #historic #since1882 #familyouting #enjoylife #eatwell""","1555262418,""",1555271798,https://scontent-ort2-1.cdninstagram.com/vp/b5c07c5f214c549f2811675b178ba489/5D3D61D8/t51.2885-15/e35/55900003_1502796609850906_5505535244647030220_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,8,8_gxkfculgss.jpg,
34,BwPnTQKhxKM,lifetechacademy,96,61,238,"Can you guess the right answer? Happy #sundayfunday \ud83c\udf4f\ud83d\ude00""","1555262111,""",1555271799,https://scontent-ort2-1.cdninstagram.com/vp/1880006bb199b75d5a389d3311b818be/5D30D039/t51.2885-15/e35/56447663_445835509546426_7058996919009936330_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,6,6_fezfqdypyq.jpg,
35,BwPnMoFhKYM,dogsofinstagram,4.4m,120,"6,072","\ud83d\udc4f If. \ud83d\udc4f You. \ud83d\udc4f Have. \ud83d\udc4f Dogs. \ud83d\udc4f You. \ud83d\udc4f Need. \ud83d\udc4f Professional. \ud83d\udc4f Portraits. Full \ud83d\uded1 \nwww.TraverseCityPhoto.com\n\u2022\n\u2022\n\u2022\n\u2022\n\u2022\n#dogsofinstagram #dog #doggo #photographer #traversecity #northernmichigan #instadog #ilovemydog #exposuresbyrah #petportraits""","1555262057,""",1555271800,https://scontent-ort2-1.cdninstagram.com/vp/ed486a6bdd086146b2b7c8b46a8e8afc/5D3B8F88/t51.2885-15/e35/56449187_185497089101700_5043958549860655479_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,629,629_xnvmjkwlji.jpg,
36,BwPm-4ahfwG,nazarethluther,161,117,83,"Tomahawk drift in the process #traversecity #michigan #blacksmithing #HammerHeadForge""","1555262054,""",1555271801,https://scontent-ort2-1.cdninstagram.com/vp/5b54d3c950846607ead95c4de41e74d9/5CB62B4A/t51.2885-15/e35/56466418_2439438116144024_102521015108584575_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,12,12_nkeeznmkdz.jpg,
37,BwPm7CABJex,springbergphoto,144,185,54,"Last day of this week\u2019s feature: Baby Toes! .\n.\n.\nTag a friend who is expecting!\n.\n.\n.\n#springbergphotography #northernmichigan #traversecity #newbornphotographer #traversecitynewbornphotographer #newbornphotographer #northernmichiganphotographer #photographer #newbornphotography #newbornsession #traversecityphotographer #traversecityfamilyphotographer #traversecitynewbornphotographer #babytoes""","1555261913,""",1555271802,https://scontent-ort2-1.cdninstagram.com/vp/d93558b42dc1644ed8afc38dcc921320/5D3567A7/t51.2885-15/e35/55818897_450538179021556_594978754196762567_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,10,10_qydemricok.jpg,
38,BwPm5VgnTDz,jkfewless,502,732,637,"Baby T is already so blessed with wonderful parents, and people who love him! \ud83d\udc9b\n\nHappy I was able to celebrate with you Julianne, and hooray for more mixed babies! \ud83d\udc76\ud83c\udffd I can\u2019t wait to meet the little guppy. \ud83e\udd70 #babyT #thompson #babyshower #soulsisters #traversecity #babyonboard""","1555261899,""",1555271803,https://scontent-ort2-1.cdninstagram.com/vp/69fc26f76fe54108b5949f986ba72b89/5D3823DF/t51.2885-15/e35/55744833_2239070569681168_1421424265954277957_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,30,30_isodsrctud.jpg,
39,BwPlYoAlLcd,,,,,"Wonderful weekend and heading home fully restocked with our favorites \ud83c\udf77 check out my stories to see some of the fun. Full blog post coming soon. See you back in June, TC!""",,,,,,
40,BwPjfZBBWaP,,,,,"Y\u2019all asked for it. @culturedkombucha is back in stock! Come get you some. We love having this local product on our shelves, and you\u2019ll love having it to fuel your adventures.""",,,,,,
41,BwPjfbDjOcz,tc_board_gamers,535,93,"1,367","Are you ready for some Keyforge madness? Finish off your weekend with a friendly Keyforge Tournament at Earthen Ales starting at 4pm.  We are also holding our normal Game Night if that isn't your game of choice.  Regardless of your itch to play, come on down! \ud83c\udfb2\n\ud83c\udfb2\n\ud83c\udfb2\n@fantasyflightgames @earthenales #keyforge #tournament #boardgamegeek #boardgames #boardgame #games #game #cardgame #cardgames #tabletopgames #tabletopgame #fun #gamenight #tcmi #traversecity #nomi #northernmichigan #upnorth #michigan #tcbg #traversecityboardgamers #gamegroup""","1555260114,""",1555271804,https://scontent-ort2-1.cdninstagram.com/vp/0d73a50ab906b434025218a838ab2981/5D3C3E5C/t51.2885-15/e35/56837346_416464695578141_4259525348703605005_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,13,13_mhrgrkdhlx.jpg,
42,BwPjcIoHVve,noblepresets,17.8k,66,718,"Just when we thought we finally saw the end of winter \ud83e\udd37\ud83c\udffc\u200d\u2640\ufe0f\ud83d\ude2d""","1555260087,""",1555271805,https://scontent-ort2-1.cdninstagram.com/vp/be390387ae16c0f27e3d42e95dc259fc/5D380D65/t51.2885-15/e35/56915029_2317647011798881_7284046123051020565_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,20,20_vrfdjunnky.jpg,
43,BwPi9b0hrRU,sjcrimmins,845,606,521,"So much fun raising some money for @leelanauconservancy this morning at @yenyogafitness! Thanks to everyone who made it out to ride. Be sure to follow Leelanau Conservancy to see all the sweets projects they have going on and consider tossing in a few bucks to help them keep Leelanau the gem it is.""","1555259835,""",1555271806,https://scontent-ort2-1.cdninstagram.com/vp/b69c90dee5c31cbcd058fcf5077f7e30/5D45ED57/t51.2885-15/e35/56177167_417717492349409_5643809670186100982_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,43,43_aromnxzhna.jpg,
44,BwPiyBjnVeV,em_cole22,575,801,316,"\""Love the wine your with.\"" #traversecity #brysestatewinery #winetasting #winery""","1555259742,""",1555271807,https://scontent-ort2-1.cdninstagram.com/vp/18f207f4e6ab7efbd503ecdff485eb1e/5D43E552/t51.2885-15/e35/56262992_822089381479806_6902449224768011674_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,25,25_ajdbfcsctm.jpg,
45,BwPiYkQgW54,jettandme,222,624,"4,166","Four years ago this kid arrived in MI!  So many adventures since then! \u2600\ufe0f\ud83d\udc3e\ud83d\udc9b #tankb #prancypants #traversecity #michigan #germanshepherd #westbay #lakemichigan #deployment""","1555259533,""",1555271808,https://scontent-ort2-1.cdninstagram.com/vp/b06b809bcddbd4859b66316102f8383d/5D36DFFF/t51.2885-15/e35/57336623_1444544509014011_2628680517182597291_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com,38,38_xzosqericu.jpg,
46,BwPhHVMAgQC,,,,,"Allow love and light to fill your wings\u2063\n\u2063\nCarrying you forth with soul intention\u2063\n\u2063\nAllowing yourself to fully receive abundance and joy\u2063\n\u2063\nIf you do not feel this in your life (and I know you desire this), we must talk to fuel the light in your life to start loving the skin you\u2019re in\u2063!\n\u2063\nA complimentary call is your gift to yourself, and you can schedule it at www.truetoyouwellnessbyjulie.com/book-online\u2063\n\u2063\n\u2764\ufe0f You are enough, and choosing to love yourself is the missing key to having the life you desire \u2063\n\u2063\n#truetoyouwellnessbyjulie\u2063\n#selflove #selflovecoach #believe #bossbabe #lifecoach #holistic #health #lovetheskinyourein #mindset #yoga #walkthroughtheflamesoffear #worthy #enough #nomi #traversecity #transformation #weightloss #god #jesus #lipglossandleggingslife #thoughtscreateyourexperienc",,,,,,
